"","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","videoId","textDisplay","textOriginal","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"49","Marche Stojkovski","https://yt3.ggpht.com/a/AGF-l780sVtKGTRzYvilHmYT9517rqWQdsfKzSclRg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCO9JlocICJzr-yZZoAtk7qw","UCO9JlocICJzr-yZZoAtk7qw","bsWWHo4KDHE","Mochko","Mochko","TRUE","none","0","2018-09-25T20:24:54.000Z","2018-09-25T20:24:54.000Z","Ugz0UJdRRyiQSzuecqZ4AaABAg",NA,NA
"50","ArkLiariamajewmeans Juhurmydescendantsaredead","https://yt3.ggpht.com/a/AGF-l7-xV4SednHL9Z1NypVzzSX26a0lP1LP6YOcNA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVR8Jv1AvbyG7aPC2KKORQg","UCVR8Jv1AvbyG7aPC2KKORQg","bsWWHo4KDHE","Bro,  we are Negro intellectuals.  Fetulhaq told me your name.  We Are the haggars and keturah descendants","Bro,  we are Negro intellectuals.  Fetulhaq told me your name.  We Are the haggars and keturah descendants","TRUE","none","0","2018-09-25T10:06:30.000Z","2018-09-25T10:06:30.000Z","Ugwu_m3-W2e-cUm_72J4AaABAg",NA,NA
"51","Oula Fatla","https://yt3.ggpht.com/a/AGF-l79y8oAZsdIzPo-jYVa74_oJWR3ho5Q4cbUyiw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCbuNLN6Ni6YRSqdBEl0Sfsw","UCbuNLN6Ni6YRSqdBEl0Sfsw","bsWWHo4KDHE","How did you get the black screen that shows the text? sorry for this stupid question but I&#39;m an absolute beginner","How did you get the black screen that shows the text? sorry for this stupid question but I'm an absolute beginner","TRUE","none","0","2018-09-17T13:43:48.000Z","2018-09-17T13:43:48.000Z","UgxEJudpmFyu8seXwOh4AaABAg",NA,NA
"52","Jerry Lee Melton","https://yt3.ggpht.com/a/AGF-l798MCFb7CW8X2u1bhVYJodpJKGNgbmvVfVeFA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCEeCzt9jfVJ594-AammMqoQ","UCEeCzt9jfVJ594-AammMqoQ","bsWWHo4KDHE","I&#39;ve been programming for about nine months now and every single time I search YouTube for a tutorial on any programming subject, Bucky&#39;s always got an awesome video covering it.  Thanks for all of the great info man!  Much appreciated!","I've been programming for about nine months now and every single time I search YouTube for a tutorial on any programming subject, Bucky's always got an awesome video covering it.  Thanks for all of the great info man!  Much appreciated!","TRUE","none","0","2018-09-14T21:01:37.000Z","2018-09-14T21:01:37.000Z","UgxGkcyJlsdAxVeGKlV4AaABAg",NA,NA
"53","Yusaf Osei-Bonsu","https://yt3.ggpht.com/a/AGF-l7-2kV56tHyWQLbfPakFgdVjWy4au04D0ne2yQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCEmpVwJHZ7Y70A5xwzVopiw","UCEmpVwJHZ7Y70A5xwzVopiw","bsWWHo4KDHE","That&#39;s kinda weird.. why isn&#39;t it like Eclipse where regardless of the function&#39;s position (assuming everything has been written correctly), the program will just run","That's kinda weird.. why isn't it like Eclipse where regardless of the function's position (assuming everything has been written correctly), the program will just run","TRUE","none","0","2018-09-04T18:59:43.000Z","2018-09-04T18:59:43.000Z","UgxVEoiAQ7rZ7xK2M1p4AaABAg",NA,NA
"54","Jatin Malav","https://yt3.ggpht.com/a/AGF-l7_nbg4BgOiTGcYcMy0oMrkoWPGMwSldQ7Vmmw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVZ7mA6Jjr_nrflKLAicjYQ","UCVZ7mA6Jjr_nrflKLAicjYQ","bsWWHo4KDHE","Please elaborate the void I can not able to understand it","Please elaborate the void I can not able to understand it","TRUE","none","0","2018-08-31T07:12:30.000Z","2018-08-31T07:12:30.000Z","Ugxh8uVjG2vhVUKE5kx4AaABAg",NA,NA
"55","Shohan Rahman","https://yt3.ggpht.com/a/AGF-l79Qhc4DazNJbZBBgCCf_UOPcEvMjC2UGgpHjQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCmAcnzHcubf30Q7UfGiHt0g","UCmAcnzHcubf30Q7UfGiHt0g","bsWWHo4KDHE","&quot;So basically that&#39;s how a computer program works.&quot; -Bucky","""So basically that's how a computer program works."" -Bucky","TRUE","none","0","2018-08-26T22:41:19.000Z","2018-08-26T22:41:19.000Z","UgwpA4PYftT0cXHSVEJ4AaABAg",NA,NA
"56","Oscar Eribo","https://yt3.ggpht.com/a/AGF-l79_K4ARIhHMXcSE-AghAuOJ0mmhc9Px5sw_Pw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCuTkdaXlqwpqtxpLzXz2t1Q","UCuTkdaXlqwpqtxpLzXz2t1Q","bsWWHo4KDHE","guys, one humble suggetion as you are listening to the tutorial try and write the program edit it change the names etc. Dont just listen and think you understand, practice as well","guys, one humble suggetion as you are listening to the tutorial try and write the program edit it change the names etc. Dont just listen and think you understand, practice as well","TRUE","none","0","2018-08-20T15:21:22.000Z","2018-08-20T15:21:22.000Z","UgwwgFOFtAM_ClKYsfd4AaABAg",NA,NA
"57","Frank Lee","https://yt3.ggpht.com/a/AGF-l79tm1x_Z8x5OfKeKtjTJwRXlCefXBtew1mddg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVGJgdufg7Wpl4r--BqHiVw","UCVGJgdufg7Wpl4r--BqHiVw","bsWWHo4KDHE","Simple, Well Example, Straight to point. Well Done","Simple, Well Example, Straight to point. Well Done","TRUE","none","0","2018-07-16T02:06:20.000Z","2018-07-16T02:06:20.000Z","Ugx-bYSdcjMJ4TrZf7V4AaABAg",NA,NA
"58","Mato6t","https://yt3.ggpht.com/a/AGF-l79iO5wZji63nCtDdWuJ2kK7GshEGUhOmZGteA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCN6D11O5Ztw39wY6oUA_Wbg","UCN6D11O5Ztw39wY6oUA_Wbg","bsWWHo4KDHE","hello, isnt prototyping funcion slower than do it right away?","hello, isnt prototyping funcion slower than do it right away?","TRUE","none","0","2018-07-14T10:36:50.000Z","2018-07-14T10:36:50.000Z","Ugyry7_EqpFe9MK4oFp4AaABAg",NA,NA
"59","Sourabh .s","https://yt3.ggpht.com/a/AGF-l7-KTl0C2duB0E0uP78t8FYPc4LDQds5BAevwA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCwdJFIse5BjqkXkKvnA5IGw","UCwdJFIse5BjqkXkKvnA5IGw","bsWWHo4KDHE","thanku god for this guy on youtube","thanku god for this guy on youtube","TRUE","none","0","2018-07-10T08:55:35.000Z","2018-07-10T08:55:35.000Z","UgyJEfc-bs2tT8WCCaF4AaABAg",NA,NA
"60","Shailesh Murmu","https://yt3.ggpht.com/a/AGF-l7_lhlji9yKKF1np21rwXtPn9AtP3FBnUc_sTw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCfzSL_UjiNprd2cj_qwLs0w","UCfzSL_UjiNprd2cj_qwLs0w","bsWWHo4KDHE","love u bro.....really love u","love u bro.....really love u","TRUE","none","0","2018-07-10T00:31:36.000Z","2018-07-10T00:31:36.000Z","Ugzy8T9aAwir30sPfKh4AaABAg",NA,NA
"61","ElectroTechin","https://yt3.ggpht.com/a/AGF-l79v0el_HHy1cfFp1ZlIN8rMmEyqtSoMC23lvA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCJeTEcPxnpaTEkidl3a1ZUg","UCJeTEcPxnpaTEkidl3a1ZUg","bsWWHo4KDHE","If you want to use a string make sure <a href=""http://www.youtube.com/results?search_query=%23include"">#include</a> &lt;string&gt; took me 3 hours to figure out the error :(","If you want to use a string make sure #include <string> took me 3 hours to figure out the error :(","TRUE","none","0","2018-07-07T21:53:20.000Z","2018-07-07T21:53:20.000Z","UgxKHjgKWoea0h7eqXl4AaABAg",NA,NA
"62","ERIBO OSCAR","https://yt3.ggpht.com/a/AGF-l7_MhxqppDz8e6UWYqTxtByGI-s7_aclcXSYdw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCv4CjgJC8fcJXqo-DBkq0Aw","UCv4CjgJC8fcJXqo-DBkq0Aw","bsWWHo4KDHE","when you pay university to learn but you ended up learning on youtube","when you pay university to learn but you ended up learning on youtube","TRUE","none","0","2018-07-05T18:22:07.000Z","2018-07-05T18:22:07.000Z","UgzQ7BPofpDR35tdmjF4AaABAg",NA,NA
"63","James Faulkner","https://yt3.ggpht.com/a/AGF-l78QeZo2D6F9ooLr6TThg5-dxxlkKCptQZCX9A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCVF1VFsJb9v7RQEduDGkkcw","UCVF1VFsJb9v7RQEduDGkkcw","bsWWHo4KDHE","Is it necessary for us to use function name main when using the function type int ?","Is it necessary for us to use function name main when using the function type int ?","TRUE","none","0","2018-06-24T12:31:40.000Z","2018-06-24T12:31:40.000Z","UgzOQ0VAyyBsc7wn9ax4AaABAg",NA,NA
"64","Geeta Jaiswal","https://yt3.ggpht.com/a/AGF-l7_Ay_FQi7FSB16STk9a5oEq08CuriWOGs1RRA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC7j9MRmnb9SJIB-BuIJCQqQ","UC7j9MRmnb9SJIB-BuIJCQqQ","bsWWHo4KDHE","Hey Bucky isn&#39;t there any third way.. like in Java<br />That we don&#39;t declare the function above main n yet call it in the main function??","Hey Bucky isn't there any third way.. like in Java
That we don't declare the function above main n yet call it in the main function??","TRUE","none","0","2018-06-23T17:44:25.000Z","2018-06-23T17:44:25.000Z","Ugypnw_rWE96PLlOeLp4AaABAg",NA,NA
"65","McCloud","https://yt3.ggpht.com/a/AGF-l78OVqwJZDGnaeMDSJKLj8rxz7DN2IKzhWDewA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCpbyfG8twiS2yIU71-Sgp1A","UCpbyfG8twiS2yIU71-Sgp1A","bsWWHo4KDHE","You were giving me OCD with &quot;ont he&quot; wanted to change it so bad,  but great tutorial!","You were giving me OCD with ""ont he"" wanted to change it so bad,  but great tutorial!","TRUE","none","0","2018-06-23T17:00:03.000Z","2018-06-23T17:00:03.000Z","UgyDGJ_pHEwfcTnyKCR4AaABAg",NA,NA
"66","Kanishq Garg","https://yt3.ggpht.com/a/AGF-l79U7uVBZZ_47XGX3Cg_dt9sd9BlYv53t-8eHg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCwUAKk6Ho0UVBSV28-gi4JA","UCwUAKk6Ho0UVBSV28-gi4JA","bsWWHo4KDHE","when you will teach how to make a game?","when you will teach how to make a game?","TRUE","none","0","2018-06-22T14:38:55.000Z","2018-06-22T14:38:55.000Z","Ugyio9il_-kbsB3Bbyt4AaABAg",NA,NA
"67","digital mimi","https://yt3.ggpht.com/a/AGF-l79iw8JhORZVD4jLAbm94yR1f6MI-cgTX1quJA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC8Vev2HW80_RFVYllu1zE7g","UC8Vev2HW80_RFVYllu1zE7g","bsWWHo4KDHE","These videos are lifesaving.","These videos are lifesaving.","TRUE","none","1","2018-06-21T04:17:22.000Z","2018-06-21T04:17:22.000Z","UgwZRZcfaUPZ8sfWJ2l4AaABAg",NA,NA
"68","rumrezpector16","https://yt3.ggpht.com/a/AGF-l79uB__bX25xjIdi_dRov_OfMx1xlcPe8UWaUQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCSKVgqaNxrYfE9ZzJYFCuNA","UCSKVgqaNxrYfE9ZzJYFCuNA","bsWWHo4KDHE","Thanks","Thanks","TRUE","none","0","2018-06-12T00:32:10.000Z","2018-06-12T00:32:10.000Z","UgzxrtxE8z0BDZHdaCd4AaABAg",NA,NA
"69","Clay Birch","https://yt3.ggpht.com/a/AGF-l79N8okUMYilEHFNgetkMj_o8-vB1Rjkkl-_Cw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCYjM_m3y7MVH528AhCvDrjg","UCYjM_m3y7MVH528AhCvDrjg","bsWWHo4KDHE","Hey Bucky, could you explain what exactly int and void are? and when and why they are used? Thanks.","Hey Bucky, could you explain what exactly int and void are? and when and why they are used? Thanks.","TRUE","none","0","2018-06-11T03:52:46.000Z","2018-06-11T03:52:46.000Z","Ugye4wyOk3JaIhjPDRd4AaABAg",NA,NA
"70","nayfair","https://yt3.ggpht.com/a/AGF-l79U-GYevR8ECobG8xDgi1EemAySmSYxJme-6A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCymkZ1InA_P94p31q9zKhmA","UCymkZ1InA_P94p31q9zKhmA","bsWWHo4KDHE","It is not working on my laptop. Every time I type void main() or void anything (), error shows up","It is not working on my laptop. Every time I type void main() or void anything (), error shows up","TRUE","none","0","2018-06-09T16:20:34.000Z","2018-06-09T16:20:34.000Z","UgwgwHLy1cwKpU7eFAp4AaABAg",NA,NA
"71","nayfair","https://yt3.ggpht.com/a/AGF-l79U-GYevR8ECobG8xDgi1EemAySmSYxJme-6A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCymkZ1InA_P94p31q9zKhmA","UCymkZ1InA_P94p31q9zKhmA","bsWWHo4KDHE","But, I dont understand the purpose of this action. Like, why cant I simply write, what I want to see as my output, under the main fuction instead of writing another void function and asking main function to do what is written under void function??","But, I dont understand the purpose of this action. Like, why cant I simply write, what I want to see as my output, under the main fuction instead of writing another void function and asking main function to do what is written under void function??","TRUE","none","0","2018-06-09T15:31:49.000Z","2018-06-09T15:31:49.000Z","Ugw6M-_PvgzxiDazQPh4AaABAg",NA,NA
"72","SwiTcher YT","https://yt3.ggpht.com/a/AGF-l7-VkppFV8yE-KQ1OVn66d9HowBZOTCu79Ygmw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCwqHeElb6guFYfHbOeTz5ZQ","UCwqHeElb6guFYfHbOeTz5ZQ","bsWWHo4KDHE","text on HE screen xD","text on HE screen xD","TRUE","none","0","2018-06-06T19:27:04.000Z","2018-06-06T19:27:04.000Z","UgwxUxCsPlklAuGvaA14AaABAg",NA,NA
"73","isaiah musenga","https://yt3.ggpht.com/a/AGF-l795xeOURIGiTe_ektiYUxgLkywMGAUtp8zkcQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCB4zE2oSLAZBOvA8teYXiLQ","UCB4zE2oSLAZBOvA8teYXiLQ","bsWWHo4KDHE","awesome","awesome","TRUE","none","0","2018-05-15T20:24:09.000Z","2018-05-15T20:24:09.000Z","UgzE524m2NaRC4O4zuJ4AaABAg",NA,NA
"74","Chirayu Aggarwal","https://yt3.ggpht.com/a/AGF-l78mySETvr8eHRYnSHvGyv5Fc1N7o2IMa78QXA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCP7910AbEpPIg02yJtObziQ","UCP7910AbEpPIg02yJtObziQ","bsWWHo4KDHE","my compiler says that function should be int . what to do","my compiler says that function should be int . what to do","TRUE","none","0","2018-05-12T04:58:37.000Z","2018-05-12T04:58:37.000Z","UgxDnjG4CpSBVWpyAQJ4AaABAg",NA,NA
"75","Bryan Guillén","https://yt3.ggpht.com/a/AGF-l7_VysCdGWBJw8Qdnvub-wYKj5J42_2Ek1k8rg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC0amvRfCcgY2i4Fa8EQyWdQ","UC0amvRfCcgY2i4Fa8EQyWdQ","bsWWHo4KDHE","I know this is an old video but I just wanted to let you know that you are saving my life. I am majoring in Computer Science and am taking my first class and it is C++, everything was easy until we got to functions and pass by reference. My head was about to explode until I came across your video. Thanks!","I know this is an old video but I just wanted to let you know that you are saving my life. I am majoring in Computer Science and am taking my first class and it is C++, everything was easy until we got to functions and pass by reference. My head was about to explode until I came across your video. Thanks!","TRUE","none","0","2018-05-11T15:20:25.000Z","2018-05-11T15:20:25.000Z","Ugy8BruLQUWDnE4D99R4AaABAg",NA,NA
"76","Amanamuno","https://yt3.ggpht.com/a/AGF-l7_oW22TD6kwkBhtyh1b5NsWtG0xWnCwCWcZMw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC_Fc3acwkNG8uuftYeoFF-A","UC_Fc3acwkNG8uuftYeoFF-A","bsWWHo4KDHE","There was something familiar about your humor. Then I realized I watched your python videos previously. Great stuff","There was something familiar about your humor. Then I realized I watched your python videos previously. Great stuff","TRUE","none","0","2018-05-08T20:00:44.000Z","2018-05-08T20:00:44.000Z","UgwD0oAh_zKJxU_Q5Q94AaABAg",NA,NA
"77","Andrew Naranjo","https://yt3.ggpht.com/a/AGF-l7_Vmj8CjLpLOzO3b7AtDn2Gk6nzDbUJSxEThg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCdes4nztxth61jGJm4Sq8AQ","UCdes4nztxth61jGJm4Sq8AQ","bsWWHo4KDHE","Bless your soul","Bless your soul","TRUE","none","0","2018-05-08T05:47:28.000Z","2018-05-08T05:47:28.000Z","Ugz7GYpqlSR4VtruXxR4AaABAg",NA,NA
"78","Sawako Kuronuma","https://yt3.ggpht.com/a/AGF-l7964j07yteUJRqfv-0FHRQoE7ZdTJLAwnyyPg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCpcLWayKO0S7bN5lJpGzxww","UCpcLWayKO0S7bN5lJpGzxww","bsWWHo4KDHE","i love ur accent...i can hear u everyday  :)","i love ur accent...i can hear u everyday  :)","TRUE","none","0","2018-04-25T19:24:57.000Z","2018-04-25T19:24:57.000Z","UgweIxh7eAb0BXI1ix14AaABAg",NA,NA
"79","Fenton Morgan","https://yt3.ggpht.com/a/AGF-l7_1kEKiqByecix2fajCHj9KZZozFVnXUNf6HA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCUBTMHjE17xKMJOfEX7SKAA","UCUBTMHjE17xKMJOfEX7SKAA","bsWWHo4KDHE","Have you met Steve Rogers?","Have you met Steve Rogers?","TRUE","none","0","2018-04-25T16:40:12.000Z","2018-04-25T16:40:12.000Z","Ugybl-kAEnT6Ue8ZLz54AaABAg",NA,NA
"80","Diego Ar Exo","https://yt3.ggpht.com/a/AGF-l78cGNwD6x2QS9F0qQFGykBi5MNUcyuc6frobA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCGQQ7eDujAQzpCDTFyrldUQ","UCGQQ7eDujAQzpCDTFyrldUQ","bsWWHo4KDHE","explanation on point!!!   thanks","explanation on point!!!   thanks","TRUE","none","0","2018-04-22T14:42:38.000Z","2018-04-22T14:42:38.000Z","Ugyt-N9xn8QetCNPubB4AaABAg",NA,NA
"81","Alex Vacariuc","https://yt3.ggpht.com/a/AGF-l79j87SHYNyXV9F4cob7cDQ4cM_vUNXxbV-CMA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCxsN4LK-NXDiTPSLvy6UFHw","UCxsN4LK-NXDiTPSLvy6UFHw","bsWWHo4KDHE","void is a procedure, not a function because a function has to return something","void is a procedure, not a function because a function has to return something","TRUE","none","0","2018-04-11T18:56:46.000Z","2018-04-11T18:56:46.000Z","Ugx9gq3GmfJa5Yi61ap4AaABAg",NA,NA
"82","blew athree1leadseries","https://yt3.ggpht.com/a/AGF-l78PIt6xuCAnod4fR6M64vLrHsnzuGfjy3GOAw=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCsRAVb5gicsvely7WeYrwcQ","UCsRAVb5gicsvely7WeYrwcQ","bsWWHo4KDHE","You are so much better than my prof","You are so much better than my prof","TRUE","none","0","2018-04-09T13:00:49.000Z","2018-04-09T13:00:49.000Z","Ugw3ZbfuJq8sYTCzxih4AaABAg",NA,NA
"83","Corrina Dzenowski","https://yt3.ggpht.com/a/AGF-l7-J_rGVS8S6Qf--_pqThukgaHXroAgNbnCg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCveSJ8t5oe-MVdgygEjur_g","UCveSJ8t5oe-MVdgygEjur_g","bsWWHo4KDHE","Bucky you are amazing, I&#39;ve taken this class now twice for college and still couldn&#39;t understand this concept until I watched your video. Keep up the great work.","Bucky you are amazing, I've taken this class now twice for college and still couldn't understand this concept until I watched your video. Keep up the great work.","TRUE","none","0","2018-04-08T17:34:46.000Z","2018-04-08T17:34:46.000Z","UgwDoae25wQK2kl6riV4AaABAg",NA,NA
"84","Sudhanshu Rajbhar","https://yt3.ggpht.com/a/AGF-l79rhsncDJSALFnuHAf0Pny8WrYF2_oRyGBc5w=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC2B96fMVlbPxLCoezaxt10g","UC2B96fMVlbPxLCoezaxt10g","bsWWHo4KDHE","So easy explanantion","So easy explanantion","TRUE","none","0","2018-04-04T06:47:50.000Z","2018-04-04T06:47:50.000Z","UgyS8JIq0JK7mhxXLM94AaABAg",NA,NA
"85","DAS COMEDY","https://yt3.ggpht.com/a/AGF-l7_enrbPnBPv5Gld-serOMPiYTF5q3Z7neTD8g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCun5Tj8paDN4OYURAEj47BQ","UCun5Tj8paDN4OYURAEj47BQ","bsWWHo4KDHE","what is the shortcut key to run the programme","what is the shortcut key to run the programme","TRUE","none","0","2018-03-29T10:35:14.000Z","2018-03-29T10:35:14.000Z","UgwE7UbP5Dzpj7_RIaF4AaABAg",NA,NA
"86","Davision","https://yt3.ggpht.com/a/AGF-l7-OpgBR6tmc_MfbPSn5uhXeie5InQT_c-_n8g=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCmVPr_UnjfwbKs4iX1_HExA","UCmVPr_UnjfwbKs4iX1_HExA","bsWWHo4KDHE","Lol when he started explaining what functions are it sounded like he was talking about a code baby","Lol when he started explaining what functions are it sounded like he was talking about a code baby","TRUE","none","0","2018-03-25T01:50:41.000Z","2018-03-25T01:50:41.000Z","UgxBmh12UIKW0J3fbjZ4AaABAg",NA,NA
"87","Oliwia Olano","https://yt3.ggpht.com/a/AGF-l7_NiuiYxZtaqoYDPqRVFnJ0gbjr4YAfnGXpnA=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCsmFroUvGGWhIu2fcFQxziw","UCsmFroUvGGWhIu2fcFQxziw","bsWWHo4KDHE","Didn&#39;t know functions could be feminine... You learn something new everyday.","Didn't know functions could be feminine... You learn something new everyday.","TRUE","none","0","2018-03-08T08:44:52.000Z","2018-03-08T08:44:52.000Z","Ugxiwd699vv4h7TJ1sp4AaABAg",NA,NA
"88","noraaenots","https://yt3.ggpht.com/a/AGF-l79v7LwN_CtveWagZkpltXTeJiKI-qcj95jm5A=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCxjScgLTJDQYeStNo99vNJA","UCxjScgLTJDQYeStNo99vNJA","bsWWHo4KDHE","Bucky, you&#39;ve done such a great job. Awesome tutoring skills, bro.","Bucky, you've done such a great job. Awesome tutoring skills, bro.","TRUE","none","0","2018-03-02T05:35:45.000Z","2018-03-02T05:35:45.000Z","UgyCwN0DKyc8g7yizg14AaABAg",NA,NA
"89","Daniel Parrado","https://yt3.ggpht.com/a/AGF-l7_YDGni40BwJWcGiqTg2DZ-GElUOXln6JLo7Q=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UC2SJzlFDXCUZmucBzyk7Y4A","UC2SJzlFDXCUZmucBzyk7Y4A","bsWWHo4KDHE","wow, phenomenal explanation. You really deserve more subs man! great vid, and keep up the good work","wow, phenomenal explanation. You really deserve more subs man! great vid, and keep up the good work","TRUE","none","0","2018-02-28T07:07:34.000Z","2018-02-28T07:07:34.000Z","Ugxh9Dc5Kw97kdSQWMJ4AaABAg",NA,NA
"90","Amin","https://yt3.ggpht.com/a/AGF-l79oCfyMr1RTqvJxLn3-e7iT8mqOZy7hXAo7kQ=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCQiDUPmqmfOvkIKbDIfrNJQ","UCQiDUPmqmfOvkIKbDIfrNJQ","bsWWHo4KDHE","You&#39;re a great teacher, thank you!","You're a great teacher, thank you!","TRUE","none","0","2018-02-16T02:34:42.000Z","2018-02-16T02:34:42.000Z","UgwLRUugc7NI-PzKywt4AaABAg",NA,NA
"91","Bright Augustino","https://yt3.ggpht.com/a/AGF-l79J8oFdYu9GCXbq48DG-bkj2trpuQxvZdjKCg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCsMTBf3sV4xrdKmoUgKxIBA","UCsMTBf3sV4xrdKmoUgKxIBA","bsWWHo4KDHE","He is so great that I almost finish c++ tutorial in a week","He is so great that I almost finish c++ tutorial in a week","TRUE","none","1","2018-02-14T22:35:16.000Z","2018-02-14T22:35:16.000Z","Ugw8frT5j9qoAQIoQZh4AaABAg",NA,NA
"92","Tony Nameless","https://yt3.ggpht.com/a/AGF-l788CRLE3IRG0nKx6oxdvhfJpqdewz0AmBlJbg=s48-c-k-c0xffffffff-no-rj-mo","http://www.youtube.com/channel/UCSEaPygAMpJz-6j8CcdDKZQ","UCSEaPygAMpJz-6j8CcdDKZQ","bsWWHo4KDHE","I wish who ever invented C++ would have differentiate function names and variables names with a symbol $.<br />function() $variable. SO that way both can have same name if needed and are OBVIOUS to human eye which one is which, as well as to the compiler.","I wish who ever invented C++ would have differentiate function names and variables names with a symbol $.
function() $variable. SO that way both can have same name if needed and are OBVIOUS to human eye which one is which, as well as to the compiler.","TRUE","none","0","2018-02-10T18:45:28.000Z","2018-02-10T18:45:28.000Z","UgxaY-eDbmOEUnY-26J4AaABAg",NA,NA
